"","ACT_ARR_DATE","ACT_ARR_HOUR","Del","Count","Date","M","T","W","R","F","ST","SN","Weekend","Holiday","Winter","Spring","Summer","Fall","Cancel"
"6","2018-01-01",0,0,34,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"7","2018-01-01",1,0,28,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"8","2018-01-01",2,0,27,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"9","2018-01-01",3,0,24,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"10","2018-01-01",4,0,30,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,1
"11","2018-01-01",5,2,68,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,2
"12","2018-01-01",6,83,115,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,11
"13","2018-01-01",7,804,330,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,19
"14","2018-01-01",8,2143,494,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,18
"15","2018-01-01",9,4576,724,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,29
"16","2018-01-01",10,7396,917,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,37
"17","2018-01-01",11,10877,961,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,28
"18","2018-01-01",12,13752,979,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,24
"19","2018-01-01",13,16836,1063,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,29
"20","2018-01-01",14,22825,1219,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,13
"21","2018-01-01",15,23694,1124,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,20
"22","2018-01-01",16,25352,1144,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,15
"23","2018-01-01",17,23106,1147,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,18
"24","2018-01-01",18,24976,1158,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,19
"25","2018-01-01",19,30769,1224,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,16
"26","2018-01-01",20,26593,1018,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,14
"27","2018-01-01",21,25994,1114,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,14
"28","2018-01-01",22,28676,989,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,14
"29","2018-01-01",23,25554,1071,2018-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,6
"30","2018-01-02",0,21130,796,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,8
"31","2018-01-02",1,20795,518,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,5
"32","2018-01-02",2,11593,289,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"33","2018-01-02",3,6701,123,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"34","2018-01-02",4,2816,64,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"35","2018-01-02",5,644,101,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,2
"36","2018-01-02",6,778,194,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,10
"37","2018-01-02",7,2163,455,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,14
"38","2018-01-02",8,5605,652,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,11
"39","2018-01-02",9,7558,989,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,15
"40","2018-01-02",10,12151,1106,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,7
"41","2018-01-02",11,15933,1097,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,18
"42","2018-01-02",12,17914,1264,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,9
"43","2018-01-02",13,17304,1175,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,19
"44","2018-01-02",14,21849,1224,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,14
"45","2018-01-02",15,20503,1260,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,19
"46","2018-01-02",16,20768,1185,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,21
"47","2018-01-02",17,26196,1275,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,26
"48","2018-01-02",18,25099,1287,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,14
"49","2018-01-02",19,26068,1264,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,20
"50","2018-01-02",20,26476,1136,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,8
"51","2018-01-02",21,30185,1265,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,13
"52","2018-01-02",22,28921,1128,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,10
"53","2018-01-02",23,24728,1053,2018-01-02,0,1,0,0,0,0,0,0,1,1,0,0,0,7
"54","2018-01-03",0,21388,820,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,2
"55","2018-01-03",1,19767,508,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,2
"56","2018-01-03",2,9419,281,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,3
"57","2018-01-03",3,5154,108,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"58","2018-01-03",4,1160,45,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"59","2018-01-03",5,1489,78,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,11
"60","2018-01-03",6,1440,196,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,24
"61","2018-01-03",7,2534,441,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,22
"62","2018-01-03",8,6959,681,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,37
"63","2018-01-03",9,6718,961,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,25
"64","2018-01-03",10,8222,1100,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,36
"65","2018-01-03",11,16015,1116,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,27
"66","2018-01-03",12,13274,1126,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,30
"67","2018-01-03",13,16557,1109,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,23
"68","2018-01-03",14,16935,1279,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,24
"69","2018-01-03",15,17245,1170,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,31
"70","2018-01-03",16,20315,1223,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,35
"71","2018-01-03",17,15668,1176,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,51
"72","2018-01-03",18,19039,1266,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,66
"73","2018-01-03",19,23198,1238,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,95
"74","2018-01-03",20,18092,1063,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,63
"75","2018-01-03",21,18785,1175,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,52
"76","2018-01-03",22,20840,979,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,48
"77","2018-01-03",23,15963,954,2018-01-03,0,0,1,0,0,0,0,0,0,1,0,0,0,8
"78","2018-01-04",0,14989,752,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,17
"79","2018-01-04",1,10927,413,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,10
"80","2018-01-04",2,7516,218,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,11
"81","2018-01-04",3,3613,101,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"82","2018-01-04",4,1776,44,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"83","2018-01-04",5,319,65,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,62
"84","2018-01-04",6,349,155,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,225
"85","2018-01-04",7,1660,327,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,263
"86","2018-01-04",8,2786,547,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,307
"87","2018-01-04",9,4547,755,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,240
"88","2018-01-04",10,9614,897,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,275
"89","2018-01-04",11,11302,960,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,271
"90","2018-01-04",12,9290,945,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,256
"91","2018-01-04",13,11114,912,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,277
"92","2018-01-04",14,8815,1006,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,266
"93","2018-01-04",15,12391,961,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,300
"94","2018-01-04",16,9677,953,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,229
"95","2018-01-04",17,11120,1001,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,307
"96","2018-01-04",18,9267,993,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,266
"97","2018-01-04",19,15183,1027,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,263
"98","2018-01-04",20,11088,909,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,199
"99","2018-01-04",21,11427,1061,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,119
"100","2018-01-04",22,11736,807,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,72
"101","2018-01-04",23,9516,809,2018-01-04,0,0,0,1,0,0,0,0,0,1,0,0,0,17
"102","2018-01-05",0,10106,650,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,23
"103","2018-01-05",1,7202,358,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,18
"104","2018-01-05",2,2986,159,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,12
"105","2018-01-05",3,1727,64,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"106","2018-01-05",4,1124,36,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"107","2018-01-05",5,1028,59,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,63
"108","2018-01-05",6,220,140,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,200
"109","2018-01-05",7,1574,359,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,175
"110","2018-01-05",8,4627,599,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,172
"111","2018-01-05",9,7354,825,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,119
"112","2018-01-05",10,6564,991,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,95
"113","2018-01-05",11,8690,969,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,82
"114","2018-01-05",12,13161,1098,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,79
"115","2018-01-05",13,13080,1049,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,58
"116","2018-01-05",14,14458,1190,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,55
"117","2018-01-05",15,18175,1103,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,56
"118","2018-01-05",16,20181,1138,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,47
"119","2018-01-05",17,18567,1132,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,65
"120","2018-01-05",18,22587,1227,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,45
"121","2018-01-05",19,21434,1170,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,61
"122","2018-01-05",20,27695,1107,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,41
"123","2018-01-05",21,24791,1149,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,30
"124","2018-01-05",22,29861,1042,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,14
"125","2018-01-05",23,26916,996,2018-01-05,0,0,0,0,1,0,0,0,0,1,0,0,0,5
"126","2018-01-06",0,29181,746,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,5
"127","2018-01-06",1,20931,427,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,6
"128","2018-01-06",2,15404,259,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,4
"129","2018-01-06",3,8942,109,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"130","2018-01-06",4,7045,68,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,1
"131","2018-01-06",5,2503,78,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,10
"132","2018-01-06",6,2451,162,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,35
"133","2018-01-06",7,4700,353,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,30
"134","2018-01-06",8,6131,545,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,37
"135","2018-01-06",9,10707,737,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,26
"136","2018-01-06",10,10136,998,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,27
"137","2018-01-06",11,9360,979,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,25
"138","2018-01-06",12,13911,1013,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,24
"139","2018-01-06",13,14013,1030,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,23
"140","2018-01-06",14,15726,1116,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,19
"141","2018-01-06",15,15821,1081,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,22
"142","2018-01-06",16,17279,1065,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,15
"143","2018-01-06",17,16247,1021,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,18
"144","2018-01-06",18,19536,1117,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,25
"145","2018-01-06",19,16505,1001,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,27
"146","2018-01-06",20,19761,910,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,27
"147","2018-01-06",21,15630,1026,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,7
"148","2018-01-06",22,20375,830,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,14
"149","2018-01-06",23,18133,815,2018-01-06,0,0,0,0,0,1,0,1,0,1,0,0,0,5
"150","2018-01-07",0,15473,578,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,2
"151","2018-01-07",1,12248,284,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,2
"152","2018-01-07",2,7309,150,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,3
"153","2018-01-07",3,7272,76,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,2
"154","2018-01-07",4,2005,37,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"155","2018-01-07",5,1766,80,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,9
"156","2018-01-07",6,751,156,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,22
"157","2018-01-07",7,2241,367,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,22
"158","2018-01-07",8,3176,593,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,29
"159","2018-01-07",9,5422,844,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,25
"160","2018-01-07",10,8640,962,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,25
"161","2018-01-07",11,9376,1071,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,18
"162","2018-01-07",12,13522,1155,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,21
"163","2018-01-07",13,13368,1127,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,23
"164","2018-01-07",14,13739,1237,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,31
"165","2018-01-07",15,16957,1220,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,34
"166","2018-01-07",16,15642,1165,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,44
"167","2018-01-07",17,22131,1210,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,55
"168","2018-01-07",18,19310,1212,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,50
"169","2018-01-07",19,20355,1201,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,82
"170","2018-01-07",20,24727,1071,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,53
"171","2018-01-07",21,28154,1186,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,45
"172","2018-01-07",22,28859,1039,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,31
"173","2018-01-07",23,29271,1028,2018-01-07,0,0,0,0,0,0,1,1,0,1,0,0,0,15
"174","2018-01-08",0,27466,795,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,11
"175","2018-01-08",1,21708,469,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"176","2018-01-08",2,17350,261,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,2
"177","2018-01-08",3,7212,99,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"178","2018-01-08",4,3129,42,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"179","2018-01-08",5,1923,78,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,5
"180","2018-01-08",6,3583,172,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,26
"181","2018-01-08",7,1832,403,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,34
"182","2018-01-08",8,4833,680,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,39
"183","2018-01-08",9,7995,874,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,25
"184","2018-01-08",10,12442,1111,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,27
"185","2018-01-08",11,17816,1071,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,26
"186","2018-01-08",12,20726,1197,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,34
"187","2018-01-08",13,24167,1188,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,32
"188","2018-01-08",14,23146,1258,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,51
"189","2018-01-08",15,28033,1223,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,84
"190","2018-01-08",16,25025,1237,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,52
"191","2018-01-08",17,24606,1175,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,96
"192","2018-01-08",18,24239,1238,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,77
"193","2018-01-08",19,24044,1170,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,77
"194","2018-01-08",20,28631,1081,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,48
"195","2018-01-08",21,28928,1165,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,41
"196","2018-01-08",22,30519,1096,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,10
"197","2018-01-08",23,24655,967,2018-01-08,1,0,0,0,0,0,0,0,0,1,0,0,0,3
"198","2018-01-09",0,24801,715,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"199","2018-01-09",1,15355,402,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"200","2018-01-09",2,10113,215,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"201","2018-01-09",3,5741,105,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"202","2018-01-09",4,2182,43,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"203","2018-01-09",5,1270,66,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,4
"204","2018-01-09",6,820,155,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,37
"205","2018-01-09",7,5357,437,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,34
"206","2018-01-09",8,4769,665,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,40
"207","2018-01-09",9,5852,833,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,32
"208","2018-01-09",10,12734,1060,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,23
"209","2018-01-09",11,14668,1091,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,28
"210","2018-01-09",12,19169,1140,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,12
"211","2018-01-09",13,16512,1118,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,18
"212","2018-01-09",14,20027,1286,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,14
"213","2018-01-09",15,18644,1190,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,16
"214","2018-01-09",16,16670,1221,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,15
"215","2018-01-09",17,19098,1219,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,16
"216","2018-01-09",18,17016,1250,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,11
"217","2018-01-09",19,20615,1193,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,26
"218","2018-01-09",20,17358,1130,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,12
"219","2018-01-09",21,20260,1152,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,19
"220","2018-01-09",22,19069,1012,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,9
"221","2018-01-09",23,15053,896,2018-01-09,0,1,0,0,0,0,0,0,0,1,0,0,0,13
"222","2018-01-10",0,11933,544,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,8
"223","2018-01-10",1,9028,311,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,2
"224","2018-01-10",2,8515,164,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"225","2018-01-10",3,2242,57,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"226","2018-01-10",4,977,41,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"227","2018-01-10",5,571,78,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,8
"228","2018-01-10",6,346,183,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,15
"229","2018-01-10",7,2070,492,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,22
"230","2018-01-10",8,2598,697,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,11
"231","2018-01-10",9,3223,927,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,20
"232","2018-01-10",10,5389,1095,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,14
"233","2018-01-10",11,9085,1079,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,10
"234","2018-01-10",12,12832,1189,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,8
"235","2018-01-10",13,9910,1162,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,10
"236","2018-01-10",14,11943,1321,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,13
"237","2018-01-10",15,10196,1189,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,8
"238","2018-01-10",16,10334,1253,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,13
"239","2018-01-10",17,12054,1211,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,16
"240","2018-01-10",18,10594,1309,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,8
"241","2018-01-10",19,14465,1229,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,12
"242","2018-01-10",20,13008,1149,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,8
"243","2018-01-10",21,12646,1229,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,12
"244","2018-01-10",22,14418,1025,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,5
"245","2018-01-10",23,12642,997,2018-01-10,0,0,1,0,0,0,0,0,0,1,0,0,0,2
"246","2018-01-11",0,10979,599,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,2
"247","2018-01-11",1,6370,323,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"248","2018-01-11",2,4575,163,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"249","2018-01-11",3,1604,62,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"250","2018-01-11",4,281,40,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"251","2018-01-11",5,146,72,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,3
"252","2018-01-11",6,392,205,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,6
"253","2018-01-11",7,513,471,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,6
"254","2018-01-11",8,1778,722,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,6
"255","2018-01-11",9,6562,989,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,9
"256","2018-01-11",10,4698,1096,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,8
"257","2018-01-11",11,7860,1155,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,7
"258","2018-01-11",12,10612,1186,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,9
"259","2018-01-11",13,8409,1178,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,8
"260","2018-01-11",14,11451,1269,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,17
"261","2018-01-11",15,14199,1234,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,22
"262","2018-01-11",16,13481,1253,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,27
"263","2018-01-11",17,15548,1195,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,37
"264","2018-01-11",18,16385,1250,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,16
"265","2018-01-11",19,18574,1207,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,56
"266","2018-01-11",20,22164,1148,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,30
"267","2018-01-11",21,24890,1261,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,30
"268","2018-01-11",22,23841,1042,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,15
"269","2018-01-11",23,25064,1067,2018-01-11,0,0,0,1,0,0,0,0,0,1,0,0,0,14
"270","2018-01-12",0,20580,665,2018-01-12,0,0,0,0,1,0,0,0,0,1,0,0,0,0
