,Marketing_Airline_Network,ACT_ARR_DATE,Indicator_x,Indicator_y
106,AA,2018-04-17,0.5517434908705487,0.684035787044628
107,AA,2018-04-18,0.6805260162798376,0.9594577889049302
108,AA,2018-04-19,0.9250633102629539,0.855716496917338
109,AA,2018-04-20,0.7294010539551941,0.7651604133920571
110,AA,2018-04-21,0.670432491150397,1.037881334390129
111,AA,2018-04-22,1.3580227367841042,0.9584424492910221
112,AA,2018-04-23,0.8881009890587568,0.9556851869241989
113,AA,2018-04-24,1.0282397390845708,1.140307674911523
114,AA,2018-04-25,1.1976927143277312,0.9634695823151708
115,AA,2018-04-26,0.6666928275271954,0.8217094985872803
116,AA,2018-04-27,0.90050905316922,0.935682229382321
117,AA,2018-04-28,0.7789609870064952,0.81630920001987
118,AA,2018-04-29,0.6553176038030735,0.759667942425493
119,AA,2018-04-30,0.9427867247765064,0.9022081107208454
120,AA,2018-05-01,0.6871486475423033,0.7706288861625156
121,AA,2018-05-02,0.8481120128397904,0.8051966186058676
122,AA,2018-05-03,0.9590961743898019,1.2441520486498403
123,AA,2018-05-04,0.9517934174557705,0.9898131225114336
124,AA,2018-05-05,0.9418282802608787,1.0261335374456686
125,AA,2018-05-06,0.8195895155289767,1.0864525274191028
126,AA,2018-05-07,0.9271567556561013,1.2784640782222851
127,AA,2018-05-08,0.8656763846649669,1.0745297756762062
128,AA,2018-05-09,1.1989751915193991,1.2635623608491315
129,AA,2018-05-10,1.1254330458106743,1.088666529114861
130,AA,2018-05-11,0.7646127370126441,0.836969131132225
131,AA,2018-05-12,0.7550504377011815,1.0079211841747606
132,AA,2018-05-13,1.1195637800860005,1.1922167295194066
133,AA,2018-05-14,1.0871202971072549,1.1254737112114634
134,AA,2018-05-15,0.893304696980367,1.030477973793
135,AA,2018-05-16,0.8319027026897058,1.0365051757830797
136,AA,2018-05-17,1.0380924728804528,1.1239536017994718
137,AA,2018-05-18,0.8457673693057357,1.1186498570929093
138,AA,2018-05-19,0.8733595891943994,0.9241758589166885
139,AA,2018-05-20,1.089505406353373,1.2158275697198326
140,AA,2018-05-21,1.007328406613855,1.0965344489346178
141,AA,2018-05-22,1.0632436203366766,1.1551866942323368
142,AA,2018-05-23,0.943754115330586,0.9367550830789799
143,AA,2018-05-24,0.9483895040802791,0.8910151865730687
144,AA,2018-05-25,0.5918948729463902,0.9830134284916296
145,AA,2018-05-26,0.9472514185207683,1.1789780153795029
146,AA,2018-05-27,1.1331478822457866,0.9605904596121576
147,AA,2018-05-28,0.43338172762510474,0.696110701055612
148,AA,2018-05-29,0.5525368557874973,0.9001729748658606
149,AA,2018-05-30,0.8779671545576149,0.8440412481075247
150,AA,2018-05-31,0.7437844266548533,1.0625521689865205
151,AA,2018-06-01,1.142325128304899,0.9906209389853601
152,AA,2018-06-02,0.690390898478999,0.9137034455396191
153,AA,2018-06-03,0.964219803751375,1.2775096451690833
154,AA,2018-06-04,1.46806150194112,1.7112722707096801
155,AA,2018-06-05,1.183384103396707,1.1438108125194366
156,AA,2018-06-06,1.1383206187732573,1.172957580820845
157,AA,2018-06-07,1.1543781118397165,1.15250398846554
158,AA,2018-06-08,1.5019653725988553,1.3682753121858442
159,AA,2018-06-09,1.1584238599987386,1.1735194208350093
160,AA,2018-06-10,1.1594460518705612,1.2209899869517955
161,AA,2018-06-11,1.1621735076637785,1.0952263898880366
162,AA,2018-06-12,0.8047402719140156,0.9997757234810735
163,AA,2018-06-13,1.1132540585375756,0.9397257200800956
164,AA,2018-06-14,0.7427307910678009,0.9960362432052342
165,AA,2018-06-15,0.9482133961632842,1.0734551362175875
166,AA,2018-06-16,1.1938218561186151,1.2234578032078964
167,AA,2018-06-17,1.4247267970781208,1.6538264067617667
168,AA,2018-06-18,1.1434364085526876,1.067667740405153
169,AA,2018-06-19,1.0725172630465771,1.15246785956558
170,AA,2018-06-20,0.9585591405693146,1.3061815359336097
171,AA,2018-06-21,1.2534596517767789,1.2636856168490935
172,AA,2018-06-22,1.1593661159609703,1.0824045039842496
173,AA,2018-06-23,0.8350807481886428,0.9628993589050023
174,AA,2018-06-24,1.0537916373836902,1.064205420734747
175,AA,2018-06-25,0.8265697312564082,0.7588416814803153
176,AA,2018-06-26,0.52388008329547,0.9376390781394477
177,AA,2018-06-27,0.8819356566653037,0.9142281858319029
178,AA,2018-06-28,0.9807539260831563,0.746016395082086
179,AA,2018-06-29,0.5435473160866717,0.823582105335517
180,AA,2018-06-30,0.706841095052314,0.8589328760027316
181,AA,2018-07-01,0.8969430656539173,1.2358737970202107
182,AA,2018-07-02,1.246553174223078,1.1288863342004
183,AA,2018-07-03,0.8732830593770211,1.0780196711225496
184,AA,2018-07-04,0.8210310318386357,0.9520968859684701
185,AA,2018-07-05,0.9095960299426188,1.1020927189359657
186,AA,2018-07-06,0.924904734082034,1.3907455531176818
187,AA,2018-07-07,1.479562142932082,1.3437484703455795
188,AA,2018-07-08,0.9057850239214325,1.0188926428899274
189,AA,2018-07-09,0.7643234205663529,1.3257490195061368
190,AA,2018-07-10,1.207768672005636,1.4266150175439865
191,AA,2018-07-11,1.4842757847618129,1.5939665777418917
192,AA,2018-07-12,1.5111864640892858,1.4574314090985452
193,AA,2018-07-13,1.1913106699350249,1.1981379260344927
194,AA,2018-07-14,1.041192038616773,1.1043177957328825
195,AA,2018-07-15,0.8416772074470449,0.8777466726908164
196,AA,2018-07-16,0.7326521778474904,1.0159720335097002
197,AA,2018-07-17,0.7241101835668163,0.9316815133124654
198,AA,2018-07-18,0.6415446643154936,0.8277500983122786
199,AA,2018-07-19,0.9288274058726774,1.0453960656769834
200,AA,2018-07-20,0.9167326181951151,1.0931652178179878
201,AA,2018-07-21,0.989324624671302,1.005499475692997
202,AA,2018-07-22,1.0395494842376591,1.1063424734228655
203,AA,2018-07-23,1.002387545434691,1.1109825367345743
204,AA,2018-07-24,0.9167455148844975,1.1141958719037723
205,AA,2018-07-25,1.1649820276213088,1.1839387147694975
206,AA,2018-07-26,0.9533304600981404,1.0907708717133873
207,AA,2018-07-27,0.8937721946895036,1.030787354829702
208,AA,2018-07-28,0.6695053705599612,0.838869346536214
209,AA,2018-07-29,0.8688499511498728,1.080422642568872
210,AA,2018-07-30,1.2425581204842897,1.3678408574457976
211,AA,2018-07-31,1.310387150274785,0.9383645820528951
212,AA,2018-08-01,0.5077500803622823,0.9983544846470983
213,AA,2018-08-02,1.074220831954363,1.103851360564045
214,AA,2018-08-03,0.9050922038645851,1.0282639856853033
215,AA,2018-08-04,0.8571594901066117,0.9426309460194601
216,AA,2018-08-05,0.9908501928144423,1.0223177059974535
217,AA,2018-08-06,1.1210092256837072,1.2902944669397407
218,AA,2018-08-07,1.1358433606923908,1.0731622234612685
219,AA,2018-08-08,0.7644544083984061,0.831265796725501
220,AA,2018-08-09,0.6878952927798488,0.8295019245000878
221,AA,2018-08-10,0.7783284809153134,0.9569509754381503
222,AA,2018-08-11,0.8609744595401604,1.0420998042921457
223,AA,2018-08-12,0.926804450671806,1.246151372730669
224,AA,2018-08-13,1.2749832777221963,1.3055640558933825
225,AA,2018-08-14,1.1095951462240037,1.0010309687966705
226,AA,2018-08-15,0.6190265235439175,0.7690853181575004
227,AA,2018-08-16,1.0516903892683611,1.089486582913689
228,AA,2018-08-17,1.1320544198997837,1.1362521050182295
229,AA,2018-08-18,0.7708294601602859,0.9768254644909082
230,AA,2018-08-19,1.5977615367053084,1.5977027587947616
231,AA,2018-08-20,1.1172087787029892,1.1328322421734913
232,AA,2018-08-21,0.916725877590489,0.9206812351396446
233,AA,2018-08-22,0.7806881173926905,0.8361878314937408
234,AA,2018-08-23,0.7632126426741207,1.0038109969980966
235,AA,2018-08-24,0.793032139822648,0.8230674930820333
236,AA,2018-08-25,1.0287362527875092,0.9955460932882069
237,AA,2018-08-26,1.1520504473389839,0.836611940694092
238,AA,2018-08-27,0.5671484136836246,0.717281508278802
239,AA,2018-08-28,0.80875603692167,1.0347751259157922
240,AA,2018-08-29,0.8067480982654626,0.7947191707734875
241,AA,2018-08-30,0.7065110889801596,0.9079631895724356
242,AA,2018-08-31,0.9562158411100796,1.2023807132747475
243,AA,2018-09-01,1.122766429176292,1.1898608391201662
244,AA,2018-09-02,1.0529697120917936,1.2345336702077359
245,AA,2018-09-03,1.0084632259334172,1.0906992904873651
246,AA,2018-09-04,0.7154057347376155,0.8751114748073867
247,AA,2018-09-05,1.0107702915085601,1.2520768535168065
248,AA,2018-09-06,1.1187955422533387,1.335091362286136
249,AA,2018-09-07,1.2339226397907186,1.3467097722378614
250,AA,2018-09-08,1.5427232639466046,1.5688842110793035
251,AA,2018-09-09,1.041664775512427,1.3570665552527048
252,AA,2018-09-10,1.1615069580816848,1.1115687579196067
253,AA,2018-09-11,1.1560770241762544,1.1234904940726351
254,AA,2018-09-12,1.4153512887180724,1.1591537860972194
255,AA,2018-09-13,0.8433124199177681,0.9683268802522623
256,AA,2018-09-14,1.0219263756170838,1.25464124347584
257,AA,2018-09-15,1.5070455416151718,1.4355744497220397
258,AA,2018-09-16,1.4521790546026196,1.7681133510952665
259,AA,2018-09-17,1.5101994217728687,1.3705973759689876
260,AA,2018-09-18,1.123010016062335,0.9633961005641556
261,AA,2018-09-19,0.5450918466476805,0.9215080398151478
262,AA,2018-09-20,0.9811431285768002,1.0327583485756517
263,AA,2018-09-21,1.0597503589889559,1.0983754924104276
264,AA,2018-09-22,1.1498998468802757,1.3102340272483264
265,AA,2018-09-23,1.3842514851523007,1.207260371368414
266,AA,2018-09-24,1.1212012570229783,1.1299086527482163
267,AA,2018-09-25,1.006337798525416,0.9358575581860887
268,AA,2018-09-26,1.0124651930574238,1.1462019483968253
269,AA,2018-09-27,0.7595943418668286,1.0837199826936466
270,AA,2018-09-28,1.471003846919954,1.295803634211839
271,AA,2018-09-29,0.8746332491617125,0.8860669619723754
272,AA,2018-09-30,0.6469514849443891,0.9936966705077931
273,AA,2018-10-01,1.01542819594677,0.9497535341451884
274,AA,2018-10-02,1.0762992983147677,1.0344769790731005
275,AA,2018-10-03,0.5746606931692279,0.7621161035127856
276,AA,2018-10-04,1.1410063982182868,1.280425764581251
277,AA,2018-10-05,1.284790167371079,1.2144297830287092
278,AA,2018-10-06,1.0423347132293919,1.0371226896463932
279,AA,2018-10-07,1.3720289358951971,1.4291270790805257
280,AA,2018-10-08,1.147663807967777,1.2229686292987072
281,AA,2018-10-09,1.2445454855332059,1.4875395205843496
282,AA,2018-10-10,1.4323064046510803,1.2945238142883515
283,AA,2018-10-11,1.1106987233199004,1.1153549500464777
284,AA,2018-10-12,0.984295950088131,1.1062342132492577
285,AA,2018-10-13,0.9605610363809312,1.8112335100274928
286,AA,2018-10-14,1.8314421696498455,1.2344095198764897
287,AA,2018-10-15,1.2622914242813859,1.3322425703303917
288,AA,2018-10-16,1.119916175904199,1.233818469366699
289,AA,2018-10-17,1.386088048258834,1.217762327245053
290,AA,2018-10-18,1.0748433156801358,1.0735581516932344
291,AA,2018-10-19,1.1271580317527177,1.1048872457532344
292,AA,2018-10-20,0.9210367615082337,1.013542132723437
293,AA,2018-10-21,1.1014416549997879,1.0170502504622414
294,AA,2018-10-22,0.8411125426781654,0.9300743313903558
295,AA,2018-10-23,0.7612520944342099,0.7210755549884916
296,AA,2018-10-24,0.6519781915068396,1.0009990550492098
297,AA,2018-10-25,1.293096797282974,1.0910352584011032
298,AA,2018-10-26,1.009565798226241,1.0359632478412513
299,AA,2018-10-27,0.9920134172869134,0.9669838894873983
300,AA,2018-10-28,0.9780810904877703,1.1274200354469741
301,AA,2018-10-29,1.0264254498615422,1.038450414059287
302,AA,2018-10-30,0.9231306641753872,1.0231380545739859
303,AA,2018-10-31,0.9862436210792119,1.6129482798682997
304,AA,2018-11-01,0.9730473717994198,0.8358363076411212
305,AA,2018-11-02,0.801196497010336,0.9134794549033484
306,AA,2018-11-03,0.8857659218788836,1.0037765168918285
307,AA,2018-11-04,1.2406975581616733,1.1715956293103131
308,AA,2018-11-05,0.8326054460233097,1.1279416621193092
309,AA,2018-11-06,1.0464166475359535,1.0829714776579853
310,AA,2018-11-07,0.9458369053330269,0.9633872725342932
311,AA,2018-11-08,0.6432173251941974,0.8807275617770726
312,AA,2018-11-09,1.2986599865039374,0.9826401689695772
313,AA,2018-11-10,0.8318858890415779,0.9918220824791651
314,AA,2018-11-11,1.0905725285302523,0.8521851375978923
315,AA,2018-11-12,0.8107090338868356,1.0153582319639138
316,AA,2018-11-13,1.311814481626021,1.1121030058555303
317,AA,2018-11-14,1.026580872176186,1.0301407166538128
318,AA,2018-11-15,1.0939033254777863,1.1509057608984856
319,AA,2018-11-16,0.8780428977046156,0.8418447080487875
320,AA,2018-11-17,0.6610889297183552,0.6821108077845952
321,AA,2018-11-18,0.5998386047617518,0.9196247092589199
322,AA,2018-11-19,1.0189881272008674,1.030932401025347
323,AA,2018-11-20,0.9454351543883254,0.828936621334083
324,AA,2018-11-21,0.6158151872696078,0.7719354035706998
325,AA,2018-11-22,0.46768304692566204,0.6487197326654061
326,AA,2018-11-23,0.5775120142627111,0.9698067223541151
327,AA,2018-11-24,1.0039167943425467,0.924515772655895
328,AA,2018-11-25,0.7598540957807045,0.9051763035861927
329,AA,2018-11-26,0.8938890900677974,1.03971443764719
330,AA,2018-11-27,0.8719655453717747,0.9766774494772918
331,AA,2018-11-28,0.9544192526902536,0.9500456823262489
332,AA,2018-11-29,0.727413891852022,0.8502002711324674
333,AA,2018-11-30,0.9249783967194275,0.8205121614030378
334,AA,2018-12-01,1.2346445653580176,1.128369567628741
335,AA,2018-12-02,0.9702680006768172,1.0641512640832498
336,AA,2018-12-03,0.8381135622270139,0.9611149731725821
337,AA,2018-12-04,0.6660602011773598,0.8932559103237607
338,AA,2018-12-05,0.9528981907380382,1.1584231154916382
339,AA,2018-12-06,1.067413622668069,1.0647101645268955
340,AA,2018-12-07,1.1253268389365034,1.0917635243093748
341,AA,2018-12-08,0.8741245490564262,0.9118384546939637
342,AA,2018-12-09,1.0705207803867731,1.0604529636814986
343,AA,2018-12-10,1.2459685420488873,1.1422839516151833
344,AA,2018-12-11,1.043961984002037,0.9895816548463438
345,AA,2018-12-12,0.7405952383903266,0.8871138995145018
346,AA,2018-12-13,1.1834340698250831,1.1113055031393242
347,AA,2018-12-14,1.0194981385959618,1.080722929113844
348,AA,2018-12-15,0.6850177983858313,0.8648565142221727
349,AA,2018-12-16,0.8848237195253653,1.1130476061147014
350,AA,2018-12-17,0.7010768702137204,0.8633405768868218
351,AA,2018-12-18,0.9545490710916208,0.8528107370462333
352,AA,2018-12-19,0.9758514791572394,1.1610018777244147
353,AA,2018-12-20,0.9333468074699336,0.9050945512091255
354,AA,2018-12-21,0.7913046869631866,0.9216326092361019
355,AA,2018-12-22,0.7327356159872527,0.7989124405123667
356,AA,2018-12-23,0.7093144305601375,0.8927887887208633
357,AA,2018-12-24,0.8657906152634841,0.8517788773096505
358,AA,2018-12-25,0.5359180207672863,0.8362293694713945
359,AA,2018-12-26,0.9019601514643345,1.0974269968560797
360,AA,2018-12-27,1.2499166134047348,1.2353623302249972
361,AA,2018-12-28,1.181424977333818,1.292625526529789
362,AA,2018-12-29,0.9655220173728645,1.0975339693202666
363,AA,2018-12-30,0.922313816419795,1.0011074527758579
364,AA,2018-12-31,0.8021101402102984,1.008158138704904
365,AA,2019-01-01,0.9657257474301677,0.8755609481162225
366,AA,2019-01-02,1.102614418383466,1.1864791835523045
367,AA,2019-01-03,1.122178854952256,1.1841379315208758
368,AA,2019-01-04,1.0473317564305025,1.0979355125125854
369,AA,2019-01-05,0.9147629751935696,0.9071663736249715
370,AA,2019-01-06,0.7679609231547142,0.8477008842044118
371,AA,2019-01-07,0.6345671515125448,0.7824705810585889
372,AA,2019-01-08,0.7579862125461725,0.8194479956620422
373,AA,2019-01-09,0.6366628820693284,0.8960991202453562
374,AA,2019-01-10,0.8993279213984214,0.9133449596450285
375,AA,2019-01-11,0.6766726169035163,0.8663736479177789
376,AA,2019-01-12,0.6743403162630713,0.9216503296129319
377,AA,2019-01-13,1.1920675702604837,1.299587645663096
378,AA,2019-01-14,1.0877663166909182,1.134059621422549
379,AA,2019-01-15,1.0005174124611487,0.9531546338677497
380,AA,2019-01-16,1.0188719430230395,0.978452890737329
381,AA,2019-01-17,0.6539532453651105,0.8851427518052394
382,AA,2019-01-18,1.0242155887143907,0.9334305761937826
383,AA,2019-01-19,0.8014080205269728,1.009086914662023
384,AA,2019-01-20,0.8468707989187143,0.9147333019289637
385,AA,2019-01-21,0.831109378087718,0.8033718004839059
386,AA,2019-01-22,0.5291508646673898,0.730138220768392
387,AA,2019-01-23,0.8164360844545744,0.8225899022318495
388,AA,2019-01-24,0.7612348142058143,0.911026409724919
389,AA,2019-01-25,0.7960518058864838,0.9664901168253105
390,AA,2019-01-26,1.0163514424479052,1.1062735520682574
391,AA,2019-01-27,1.127149537080816,1.0509408012141728
392,AA,2019-01-28,0.7264336435971259,0.9142599751902443
393,AA,2019-01-29,0.7611863224066656,0.9290140222483142
394,AA,2019-01-30,0.957577698430532,0.8882345365510574
395,AA,2019-01-31,0.7399198838628508,0.9239689330678835
396,AA,2019-02-01,1.1653693607124198,1.298561779454699
397,AA,2019-02-02,0.867282389051564,0.7977406229785161
398,AA,2019-02-03,0.5042126817473298,0.8573850285311525
399,AA,2019-02-04,0.6240335399589252,0.7656100508106329
400,AA,2019-02-05,0.6077366882093389,0.8028930804643253
401,AA,2019-02-06,0.9815315884690435,0.9058637159468311
402,AA,2019-02-07,0.8733529607389354,0.8431067037579647
403,AA,2019-02-08,0.5642686920255198,0.8708164352483624
404,AA,2019-02-09,0.650859254232697,0.7076676094324864
405,AA,2019-02-10,0.7079775168505723,0.9371709518605873
406,AA,2019-02-11,0.8903888331058519,1.0251230553335122
407,AA,2019-02-12,0.7317414195143245,0.6708672992431973
408,AA,2019-02-13,0.6157515640720336,0.8713094932275918
409,AA,2019-02-14,0.7081112200471529,0.7577469501570575
410,AA,2019-02-15,0.6386954695496061,0.8047339314787988
411,AA,2019-02-16,0.7171011779726709,0.8308256952105741
412,AA,2019-02-17,1.0433904426954863,1.2144753629950356
413,AA,2019-02-18,0.9851749575536247,1.1101390790587669
414,AA,2019-02-19,1.0258169484987525,1.3285761521905117
415,AA,2019-02-20,1.2520941628026143,0.9537587718583295
416,AA,2019-02-21,0.6467890155382549,0.7667480876759605
417,AA,2019-02-22,0.795564110547487,0.9992964431714013
418,AA,2019-02-23,0.8335904994401709,1.0491761859022302
419,AA,2019-02-24,0.963261707342418,1.066263769949354
420,AA,2019-02-25,0.759721958157501,0.8185242279859654
421,AA,2019-02-26,0.6937216276067892,0.7751088076271407
422,AA,2019-02-27,0.6211723470584078,0.7413091852217217
423,AA,2019-02-28,1.0032715195321047,1.0979866450829623
424,AA,2019-03-01,0.9974490945273695,1.0182402304723874
425,AA,2019-03-02,0.8076789509508396,0.7707835844701082
426,AA,2019-03-03,0.8557651654548594,0.9316908283114232
427,AA,2019-03-04,0.7390686724309269,0.7566341026294285
428,AA,2019-03-05,0.6171496721257255,0.790724729223274
429,AA,2019-03-06,0.8150795117479859,0.9250853993304086
430,AA,2019-03-07,0.764265982622071,0.7282252439620157
431,AA,2019-03-08,0.742065905296581,0.946874316299688
432,AA,2019-03-09,1.1432260799041443,1.2590444614766467
433,AA,2019-03-10,1.031874263951802,1.0634143949495192
434,AA,2019-03-11,0.8235618759864273,0.9549320763706716
435,AA,2019-03-12,0.9302227303350142,1.073371661813385
436,AA,2019-03-13,1.3179930246719067,1.7054510197304862
437,AA,2019-03-14,1.7058726051052895,1.1467006290300013
438,AA,2019-03-15,0.7437400983040544,0.9975670136104051
439,AA,2019-03-16,0.931392756680119,0.8489728203568652
440,AA,2019-03-17,1.0797531631266852,1.1508095051739446
441,AA,2019-03-18,1.2718070578197045,1.2609963170456748
442,AA,2019-03-19,1.099780359346581,1.1357492961045146
443,AA,2019-03-20,1.0638118988741394,1.1120514547131268
444,AA,2019-03-21,1.0571918138765979,1.001657299303485
445,AA,2019-03-22,0.7945023232424364,0.9099709197475332
446,AA,2019-03-23,0.663979364015326,0.7081133954069162
447,AA,2019-03-24,0.751287915736111,1.1211530948639514
448,AA,2019-03-25,1.2123684012471534,1.2588102533790535
449,AA,2019-03-26,1.0758410059295016,1.2228111461070408
450,AA,2019-03-27,1.0255843162895217,0.9483218055598103
451,AA,2019-03-28,0.8998461261101401,0.9392081181228441
452,AA,2019-03-29,0.7148178916844923,0.954488607504991
453,AA,2019-03-30,0.9802020588598602,0.9992824684196554
454,AA,2019-03-31,0.9661739320246706,1.00841508789697
455,AA,2019-04-01,0.787117002144266,0.8290381735373534
456,AA,2019-04-02,0.8263221612456197,1.1351715122619275
457,AA,2019-04-03,1.1416240036976533,0.9040649351875081
458,AA,2019-04-04,0.8647360253653658,1.0229207041336543
459,AA,2019-04-05,0.8409236169910488,0.9253883915278323
460,AA,2019-04-06,0.8700566498021057,1.3638904248827557
461,AA,2019-04-07,1.191575401589548,1.1494695521054232
462,AA,2019-04-08,0.9965007612151058,1.1880239220822157
463,AA,2019-04-09,1.6275678794455855,1.3618867537503743
464,AA,2019-04-10,0.8989966177148273,0.9800530784300733
465,AA,2019-04-11,0.7854660126771799,0.731919870015066
466,AA,2019-04-12,0.8678730073488764,1.2876403211545175
467,AA,2019-04-13,1.3674450190216725,1.9754435135084762
